"Step","algo: CAPQL - eval/hypervolume","algo: CAPQL - eval/hypervolume__MIN","algo: CAPQL - eval/hypervolume__MAX","algo: PGMORL - eval/hypervolume","algo: PGMORL - eval/hypervolume__MIN","algo: PGMORL - eval/hypervolume__MAX"
"40571","51036.22221376912","27821.38932573362","68762.21206174513","","",""
"41072","51535.09857874596","27913.52504665183","66756.7318283055","","",""
"41573","51310.68716725748","28051.039589381293","66278.67127989096","","",""
"41757","","","","21997.478302940264","20587.484982632002","22937.447752701853"
"42074","52086.93169371603","27953.003816481316","69637.70596805905","","",""
"42575","52574.310453535116","28223.324294728314","69417.39335975538","","",""
"43076","52673.76559901548","28242.7847413863","68439.64524137901","","",""
"43577","52866.81573055274","28287.6510636757","69925.5573142269","","",""
"43957","","","","22002.177231788122","20587.65071974624","22941.97911900642"
"44078","53080.078156817646","28165.476632471087","69253.5116916966","","",""
"44579","53260.28916809027","28394.822458351824","69668.16720647537","","",""
"45080","53293.56870057914","28596.915313783156","69350.28697198853","","",""
"45581","53301.750142961566","28504.76131807192","67892.64772974097","","",""
"46082","53269.1295187308","28278.83749075938","69276.3693457158","","",""
"46157","","","","22004.371683222038","20589.32418212384","22943.405325256965"
"46583","53087.27621831875","28263.748306199315","67978.22005119138","","",""
"47084","53654.58209792327","28478.753526431035","68169.40279712163","","",""
"47585","53123.49987498589","28871.08779305803","67444.63083146757","","",""
"48086","52694.16862792317","28412.217134540533","66290.72992095839","","",""
"48357","","","","22008.513176196528","20589.648676327022","22950.991585651875"
"48587","52665.65421262495","28373.665028665608","67564.79708436361","","",""
"49088","53095.00642764039","27990.75964782797","66837.84837549648","","",""
"49589","52816.31594473508","28361.206070119264","68194.91740802543","","",""
"50090","53088.00675957351","28395.072180921194","67720.7190372083","","",""
"50557","","","","22012.31277827804","20590.018313653887","22951.256440075475"
"52757","","","","22395.336085982915","20740.272616089544","23493.281001088308"
"54957","","","","22397.077202121498","20740.272616089544","23493.281001088308"
"57157","","","","22606.920496422277","20742.22153304023","23585.09996561955"
"59357","","","","22608.050389323205","20745.41094019133","23585.300237171217"
"61557","","","","22609.027281739563","20746.313023930994","23587.32883068063"
"63757","","","","22610.210963502173","20747.412548310254","23587.789839600977"
"65957","","","","22611.479533476948","20747.412548310254","23588.129207401893"
"68157","","","","22612.231827784915","20747.420732574315","23588.395622768494"
