"global_step","algo: CAPQL - _step","algo: CAPQL - _step__MIN","algo: CAPQL - _step__MAX","algo: CAPQL - eval/sparsity","algo: CAPQL - eval/sparsity__MIN","algo: CAPQL - eval/sparsity__MAX"
"3750000","37565","37565","37565","455.32631923348845","35.08874466283254","1197.2849271991113"
"3800000","38066","38066","38066","460.1625310771564","40.844573677121204","994.6317826585154"
"3850000","38567","38567","38567","589.4463268731635","82.74784728255811","981.5559408712626"
"3900000","39068","39068","39068","213.55926322343112","46.45172457537122","454.4020851690272"
"3950000","39569","39569","39569","629.8729673969775","38.90835568060692","1539.4424799500036"
"4000000","40070","40070","40070","316.07645950780187","43.4192926715796","821.8640874473285"
"4050000","40571","40571","40571","807.4888535021788","43.778797186261535","2089.7105271844175"
"4100000","41072","41072","41072","619.6174352490276","96.37636376975837","922.0292368986568"
"4150000","41573","41573","41573","353.9137034754487","30.18805601189432","887.4088881470375"
"4200000","42074","42074","42074","314.6708281336817","38.90009738176456","591.4937793605429"
"4250000","42575","42575","42575","620.7400130743487","36.691036597164086","1204.4619547686589"
"4300000","43076","43076","43076","385.926365517807","38.05135539386377","755.6209142109856"
"4350000","43577","43577","43577","808.6078630104163","30.80244864402474","1438.0056967622427"
"4400000","44078","44078","44078","1120.9377367926925","31.711185697156697","2383.996420066447"
"4450000","44579","44579","44579","774.1625561371169","38.63581880376904","1603.219757936713"
"4500000","45080","45080","45080","359.97297317219096","40.923516831222734","667.9853939655058"
"4550000","45581","45581","45581","668.8769799365308","38.024914803035486","1656.6951172279175"
"4600000","46082","46082","46082","293.15113921002643","35.0368217447655","702.9966486976047"
"4650000","46583","46583","46583","250.67279601467712","42.13449330127244","440.4501170670787"
"4700000","47084","47084","47084","228.0622489055509","34.1625883863543","364.5581965521069"
"4750000","47585","47585","47585","240.31035028390076","33.507341231715984","444.5475584983877"
"4800000","48086","48086","48086","164.33146059590334","43.814301805972406","365.7233632571102"
"4850000","48587","48587","48587","309.887517926684","42.15005004852335","455.7641057870214"
"4900000","49088","49088","49088","175.33466656863834","40.76917667329095","296.2605754734178"
"4950000","49589","49589","49589","298.80478225392545","46.5361921468266","428.7099410409766"
"5000000","50090","50090","50090","361.6909370986271","67.85896565337246","673.0592598175667"
