"Step","algo: CAPQL - eval/eum","algo: CAPQL - eval/eum__MIN","algo: CAPQL - eval/eum__MAX","algo: PGMORL - eval/eum","algo: PGMORL - eval/eum__MIN","algo: PGMORL - eval/eum__MAX"
"4333","186.77384011221136","147.1488544057264","217.61668414904648","","",""
"4434","190.2238024059989","147.86604601873935","219.52650251521493","","",""
"4535","188.68921734625556","149.0441115952844","217.90630028922453","","",""
"4636","190.7035968204194","148.73331333609113","219.20604430859785","","",""
"4737","184.560495766306","138.85128700801982","215.47992703347995","","",""
"4838","193.9272313532738","161.8657520008655","219.41932396988767","","",""
"4939","192.2205301500229","158.15972742915014","217.46703033690784","","",""
"5040","190.5579665676289","155.98770403471275","218.35672833766145","","",""
"5141","193.8048549566191","155.85201693941485","219.77035040680207","","",""
"5242","186.81761349156338","148.5734831199885","217.94165949864666","","",""
"5343","187.56933174388618","148.62041204937105","217.047100268465","","",""
"5444","187.17710552871577","145.34204957656914","222.24616558322057","","",""
"5545","187.43883467960802","144.35298269811926","215.49984766425544","","",""
"5646","191.64931214008337","155.63010512995928","218.72871595183852","","",""
"5747","190.4426771431705","153.83911876836964","216.77273346119398","","",""
"5848","186.9956158426254","146.40555016654852","216.7293397153163","","",""
"5949","188.88482608709842","151.14602612097417","216.19787384798326","","",""
"6050","185.2020010050704","145.2015674718551","215.4872719722456","","",""
"6151","189.50113539749228","149.83158745718686","217.58204223886565","","",""
"6252","187.39556896905654","139.77123735812987","215.42334243331663","","",""
"6353","189.61442757274963","151.36729457548887","214.0197330963817","","",""
"6454","193.072824355584","156.04231798402216","217.39094890464017","","",""
"6555","187.46942862409148","145.2934057483086","219.00237918849433","","",""
"6656","194.34702274860504","164.23115612729035","217.553155800946","","",""
"6757","190.9664681226151","150.08015193095372","218.9107928512544","","",""
"6858","189.43972134490733","147.8536190747248","216.0982970845347","","",""
"6959","191.58688446728289","152.24442293688276","217.35217578393716","","",""
"7060","191.72429443684598","159.06361165332365","213.73354751902986","","",""
"7161","191.26033337138833","155.12926765093","215.40655340172466","","",""
"7262","191.58557077820947","154.49326459582915","217.20926981946022","","",""
"7363","189.0336732793232","147.54848818092253","217.77653843555865","","",""
"7464","190.82179389808232","153.7109205128912","217.5208506360984","","",""
"7565","191.86981089461344","155.33727707029587","216.7586919045072","","",""
"7666","190.07876598334917","152.29674725045317","217.1746027873491","","",""
"7767","194.19972382601964","161.9127907761411","218.8599495700921","","",""
"7868","193.48045994736904","157.60022403912387","220.88772280285318","","",""
"7969","191.15441882441704","153.88777760201913","216.84344899968568","","",""
"8070","191.02526352756385","150.7409206084651","220.046746133698","","",""
"8171","190.91421604682407","149.3258791213436","220.77304526773267","","",""
"8272","192.25518546572894","153.2905237315748","220.86586831459556","","",""
"8373","192.17393580242688","152.02222791656294","220.6808962398637","","",""
"8474","190.331351136498","147.6987407651102","218.55669242845278","","",""
"8575","192.30631903357627","153.46783863454232","218.45308099686181","","",""
"8676","189.2945040179292","149.52981991144046","217.67716444598912","","",""
"8777","188.77711689618445","144.0638729666575","215.93414336065928","","",""
"8878","189.69734627738774","149.83068927171576","221.09698360559298","","",""
"8979","191.4111170508911","152.05397682336127","219.82361617282328","","",""
"9080","188.02898907395488","144.8887501208727","220.17998736294442","","",""
"9181","191.7991116773711","149.53150687329673","223.40361088310303","","",""
"9282","192.03683454352753","150.03561728583895","221.8650703114983","","",""
"9383","191.7736807069283","153.15142470198177","217.7810016337155","","",""
"9484","191.6992055361305","151.0436365136701","220.68257176752599","","",""
"9585","191.05897536931798","152.686622138445","219.24429644269415","","",""
"9686","191.94624831479246","151.54651971473027","218.53052857317937","","",""
"9787","190.51115046085093","150.99079313039957","215.6682856028325","","",""
"9888","192.59066669413275","152.10415041720253","221.78212278722694","","",""
"9989","191.7633631060745","152.8340561744566","220.46001723735316","","",""
"10090","193.89024399667184","162.55563923629606","216.7054678143716","","",""
"10191","191.79964560774866","151.64917194358958","218.48807275835836","","",""
"10292","190.28195582577436","152.51058953581114","215.1333237289568","","",""
"10393","193.41863909729807","150.36541626882843","219.32071112336595","","",""
"10494","192.1023376387251","149.06695365767598","218.1849314618921","","",""
"10595","190.18340991454397","140.2179118303579","220.88036414906128","","",""
"10696","183.04335674892266","119.51616699442613","222.81276634229545","","",""
"10797","191.4734468520785","149.81776278082816","218.7987795194448","","",""
"10898","192.77111002830512","147.4641330903711","223.8151028956746","","",""
"10999","190.67636261990435","147.33641228173988","220.49857274889135","","",""
"11100","188.36951806246725","142.9280241820682","216.84743941407544","","",""
"11201","188.5907705366708","138.51534614986548","220.7124247234498","","",""
"11302","193.47158225843273","151.04487039406547","220.6808988892855","","",""
"11403","193.1098081068814","151.40623422346113","223.04599697760636","","",""
"11504","193.0742258023871","150.82826141707707","223.4878481580463","","",""
"11605","193.2371398643886","150.60015588884437","223.19567648784988","","",""
"11706","193.70090134811196","149.87716241575495","225.3764512298169","","",""
"11807","193.5585737508686","151.6476772117055","220.33599385183754","","",""
"11908","195.5948125875436","151.82027234107113","223.62653963427982","","",""
"12009","195.23161112596767","152.93151361077412","222.63848446717998","","",""
"12110","194.2545731797537","146.4651057948128","223.2072404445338","","",""
"12211","197.37550782093777","150.62033287463143","229.58957358545157","","",""
"12312","199.8841189556123","151.57548958245326","231.65648970832768","","",""
"12413","201.065015459943","155.49025971918988","230.6697330340699","","",""
"12514","200.92115247135357","155.05832554363462","228.5132143055531","","",""
"12615","198.68323758809018","152.65352032413955","225.4605001131407","","",""
"12716","199.23442110418998","152.57087980479605","230.35805421364967","","",""
"12817","199.1412308130745","155.30201741867964","228.97065497840555","","",""
"12918","193.85690376899166","149.32044110762695","218.8826586735102","","",""
"13019","195.03209077832753","153.45933991798267","219.93002430040386","","",""
"13120","198.20244514775572","155.59140368934874","223.0639326528423","","",""
"13221","199.2442020414394","152.80346530921673","226.86420127594863","","",""
"13322","198.4183365682022","154.2369926171149","227.6824787462552","","",""
"13423","197.28391425961073","154.9614646723994","222.4574942198461","","",""
"13524","199.58473644737327","152.52552938835083","228.09240319883716","","",""
"13625","197.14898085925344","153.10472135143067","225.46572112501377","","",""
"13726","196.2873102376823","150.26435911230013","220.14296572709256","","",""
"13827","197.90168488115964","152.64176311088798","223.22053946249073","","",""
"13928","194.08054724028736","150.15465727918877","220.76573818279437","","",""
"14029","198.175176529268","151.92312832491436","230.17798706961128","","",""
"14130","194.71415573439404","152.46451019095895","218.32564360624437","","",""
"14231","197.54710449150943","150.83535647527856","225.15943786570327","","",""
"14332","200.69118118650678","162.53704340850905","223.3128913720696","","",""
"14433","196.5088397675196","157.9346294778193","216.17636702686704","","",""
"14534","197.7369307314103","149.649432573559","230.1913833544617","","",""
"14635","196.30174704710257","149.69784553405023","220.9211458684801","","",""
"14736","193.85972415774754","145.33005130936067","220.26175633741255","","",""
"14837","196.51016600422304","152.19686558410967","222.7525197863618","","",""
"14938","204.36854370998034","170.583936711018","224.74156646572123","","",""
"15039","199.1268176385746","151.8521133317145","224.12284220087406","","",""
"15140","203.05763993935224","165.87992218284305","224.65791341193096","","",""
"15241","196.8781074785758","150.13184298571724","224.25954505546278","","",""
"15342","194.59530236625156","146.9886490578634","224.25558498648093","","",""
"15443","195.5659821392484","147.97804994345972","227.09361308507522","","",""
"15544","198.31834333199927","151.57927092323015","229.28724738997028","","",""
"15645","196.24850302361872","154.98924698829956","219.1646437900863","","",""
"15746","195.7060859151039","154.78501527308984","218.0962130842139","","",""
"15847","202.92569868805785","165.80348041767644","227.995930227509","","",""
"15948","206.69557818598403","180.3238238313348","224.9711933139522","","",""
"16049","198.13138287544248","153.77090991228357","227.22428146891517","","",""
"16150","197.3376256744864","155.7460476867155","221.69235669352926","","",""
"16251","200.9003467031764","170.1797094467629","217.98850960162184","","",""
"16352","202.09522015973232","173.93905556280995","220.21068006794815","","",""
"16453","207.76256933161005","170.79243230969038","232.3713414150725","","",""
"16554","199.98821713144116","161.23704543711017","224.09426155012005","","",""
"16655","199.05996925001807","153.51627659243715","225.77200285717532","","",""
"16756","203.81630184607766","166.5914130815655","225.99004836734156","","",""
"16857","205.04202839025962","169.75947431568449","224.08130697842162","","",""
"16958","204.9175252013954","169.65048550113556","223.40557219684135","","",""
"17059","205.43939090908725","163.84645142776557","228.174518736087","","",""
"17160","197.52512612727594","149.20455187718682","222.50851976796156","","",""
"17261","208.95770734485475","178.32217502747517","224.54926238253617","","",""
"17362","200.65785425730155","148.13386788047146","228.2489495086033","","",""
"17463","200.08969171994102","150.54337729163396","225.94939902917315","","",""
"17564","203.38939386186271","158.5333572380253","229.039070189726","","",""
"17665","205.8434563953615","163.47299863768063","229.67005476405038","","",""
"17766","199.54112747758884","143.44485066131566","232.46596139576752","","",""
"17867","199.5314138999821","148.86254952154687","225.67619143577994","","",""
"17968","204.013694079272","158.3896124596633","227.19540497549676","","",""
"18069","200.96812850799222","163.0774833827877","220.96478954043454","","",""
"18170","206.50086285989892","167.64301069558934","228.73632734562244","","",""
"18271","195.8908892048686","150.96780250943704","220.6695230547716","","",""
"18372","206.75556503826252","169.8090697983327","227.48806906122843","","",""
"18473","202.84404528221697","160.0766298842591","225.90702880495894","","",""
"18574","204.1080434608698","161.9957671951376","227.0991842203369","","",""
"18675","199.31575659423808","152.07649240996105","224.13229164199956","","",""
"18776","201.81952187341798","162.01997962810506","222.50434674813715","","",""
"18877","202.68657028019743","160.9291691771129","224.29940357974746","","",""
"18978","199.44807623603387","152.068892442112","226.94547672071295","","",""
"19079","196.77101379125645","148.99698057841923","224.4742339072394","","",""
"19180","208.19512512851796","165.99617686521884","234.11549290518423","","",""
"19281","208.25023905747344","164.69913272822086","234.0451078699269","","",""
"19382","202.19103320904716","160.16809246311738","225.38391213004132","","",""
"19483","204.24551593244612","165.21085701925145","226.37589848236448","","",""
"19584","203.72556534576134","165.2362923394431","230.03122530692045","","",""
"19685","204.22071451162523","156.5514549403545","232.1743654848634","","",""
"19786","206.11402060633338","162.0070402878756","232.77138038088225","","",""
"19887","204.35734644311927","157.35432279456515","228.0990946736416","","",""
"19988","204.00855396394203","159.2940439091281","226.55246156584795","","",""
"20089","205.44205278117465","156.9737730594619","232.56408460688155","","",""
"20190","207.7428080289716","161.09843000283726","235.61067637616398","","",""
"20291","205.8086444190632","150.30456161280065","242.15535816868498","","",""
"20392","202.8403767646141","161.95094684220257","231.12208673867323","","",""
"20493","198.33501776825165","148.96461814757208","229.33547522398018","","",""
"20594","198.70303943809913","149.77029040348762","227.2958445831821","","",""
"20695","199.466340685492","144.3234816116239","227.25400982153707","","",""
"20796","208.51311340767623","160.72132784258062","237.30974510219866","","",""
"20897","205.32523020364172","157.24179496753678","231.39733576029448","","",""
"20998","203.4329920707919","158.3542626738777","227.4137963267272","","",""
"21099","205.34410441663613","161.34989768872072","229.8184099341749","","",""
"21200","201.77046910958765","150.96907845632168","229.9795090140934","","",""
"21301","201.27324449109915","155.64064564759536","227.03968587774256","","",""
"21402","202.93096892699205","159.254327595413","227.90018971685492","","",""
"21503","205.18532800237116","161.61462162045015","230.46013719284815","","",""
"21604","201.43993753533243","153.60940930208832","229.018283244179","","",""
"21705","200.2565237650357","148.25527593292736","227.18893795912985","","",""
"21806","203.3844746785165","153.59350810226033","229.88907055284616","","",""
"21907","206.0993376387122","159.37835170388777","231.3073657021817","","",""
"22008","203.83491001399136","164.60683968751155","226.31173994934477","","",""
"22109","203.45561999323525","162.02821756813037","224.62997362696143","","",""
"22210","206.74470366448978","166.46383469598783","227.72554279364283","","",""
"22311","201.79322418358774","163.40954209405328","223.96604862107762","","",""
"22412","186.3414578904276","160.66260346624296","222.8787154659984","","",""
"22513","201.8474862594077","162.03469424707168","240.1129008999591","","",""
"22614","203.68524006061298","160.6501713129605","232.15274580424753","","",""
"22715","196.46566339167725","152.44497966569912","232.83303358934606","","",""
"22816","196.12461136189495","151.9258364210529","234.60847428020645","","",""
"22917","203.52900531146437","154.06691250868667","236.56402968774702","","",""
"23018","203.47291895063196","156.72630833184093","227.06368517925262","","",""
"23119","207.3911009933042","158.50689398591726","236.27974133975206","","",""
"23220","201.30955482199965","147.94713750429864","230.71768107591146","","",""
"23321","206.29143461433236","157.64891485235566","235.30608568790524","","",""
"23422","203.01840172031243","153.45599617697042","230.51111193321893","","",""
"23523","207.7296841687286","157.5668683753042","239.80149713562074","","",""
"23624","205.50022621626053","154.0766963612498","235.86991893702034","","",""
"23725","205.22233243595954","158.58327220634604","234.03461232011628","","",""
"23826","205.11163963011055","161.71283524258232","231.69543948824668","","",""
"23927","199.75549611233984","154.387459685635","222.92122536437594","","",""
"24028","205.20368978487681","157.88079211162773","233.29536734210782","","",""
"24129","201.3086436154761","153.25149023488567","228.7824688589274","","",""
"24230","201.11808871942264","157.10103059441246","223.63222570801787","","",""
"24331","204.95540557388532","163.7909895164331","225.88993635576887","","",""
"24432","205.29962275110879","159.78529817658074","231.88775243361005","","",""
"24533","203.534721200381","164.17339087250144","226.78510454650043","","",""
"24634","198.80337904153836","154.42840576771042","227.44474247912777","","",""
"24735","201.9221940556321","150.85850753554303","231.428442560974","","",""
"24836","204.44091589924207","168.98888005560056","231.0492828855035","","",""
"24937","202.45838404331957","160.40723539051655","230.69066219955894","","",""
"25038","205.48762486887628","165.21908335900534","229.5671464556978","","",""
"25139","204.50448504361245","159.32845144128092","229.82488775006703","","",""
"25240","204.42870899844888","161.35800462787765","228.3939244375528","","",""
"25341","203.14305630161252","151.8334655467831","230.71382314168233","","",""
"25442","202.65613053379093","159.42922878550928","227.92790525934058","","",""
"25543","204.8187470932097","158.09277342795022","233.97268148758965","","",""
"25644","202.2572015918577","152.78303537491766","230.8057839770059","","",""
"25745","203.84089877647565","157.89001577118307","232.47249656169316","","",""
"25846","205.2938973058164","155.59555333769623","232.01253212994655","","",""
"25947","209.58654923469444","162.98213603749159","236.37276735249478","","",""
"26048","206.8502486021915","153.47604622832483","234.03259152869072","","",""
"26149","207.19168000037084","159.40015755405992","231.2748586411064","","",""
"26250","205.3223852670716","154.94029661089945","231.27581580492912","","",""
"26351","205.67270320671796","162.2259799598487","231.08538354966655","","",""
"26452","206.99341912207342","162.28821827487923","233.18938261007472","","",""
"26553","204.75279510033351","160.30545139545154","228.6056747428139","","",""
"26654","205.61953053487574","162.0203290487524","230.6016898115214","","",""
"26755","203.8575607057007","161.1968981099377","226.44903950788176","","",""
"26856","205.19529631463456","157.64831571165743","230.67510865024738","","",""
"26957","205.85925572276923","159.70227607034727","231.5677124287527","","",""
"27058","206.7475974463231","159.13098562098446","232.73206680542884","","",""
"27159","207.7350017008549","158.89950953412188","233.9485837318759","","",""
"27260","209.76046622689853","163.4755232446789","235.28463390907157","","",""
"27361","206.11998781856036","160.68314566720335","232.0363141267045","","",""
"27462","206.4594854566532","164.6385936654238","232.0959808557812","","",""
"27563","206.72322972867926","164.24897308847613","230.2054503550003","","",""
"27664","208.49152844792104","167.05780215065343","230.41126277480697","","",""
"27765","208.74069047865214","161.9721788828464","236.15539861790032","","",""
"27866","206.670027478656","159.8116431583072","232.3781550431946","","",""
"27967","207.57471747206196","163.4891346138602","232.04700944040258","","",""
"28068","207.08851423807928","161.15659027920051","231.0741787383836","","",""
"28169","206.96046283011628","165.48165398334407","232.70624724117206","","",""
"28270","208.5865667204611","164.50463528183988","230.92647022131726","","",""
"28371","205.75946213665543","157.22834288549407","232.4796036916432","","",""
"28472","206.0045499168788","160.7090938260257","232.05073301622798","","",""
"28573","206.12187844278876","166.50826257453613","231.19467032595506","","",""
"28674","205.2491896978896","159.40622274174703","230.8348295759254","","",""
"28775","204.64665087708525","160.30204924747818","231.48286563457322","","",""
"28876","205.41712421709","163.19912834507664","232.55187294687516","","",""
"28977","204.71937490283324","161.83529734201144","231.99411498385365","","",""
"29078","206.7149973316334","162.87907241619294","232.60936708447608","","",""
"29179","202.3487007913145","161.61030154083127","223.8939804841435","","",""
"29280","206.66373859691387","155.81538158110786","232.5543189667738","","",""
"29381","208.28038015787615","160.12065031190167","232.39393651260954","","",""
"29482","207.09079704997285","154.12821526055887","234.83060519803976","","",""
"29583","209.71706953490002","161.0063969284135","234.35358017726253","","",""
"29684","208.54921663346852","164.71180352707333","230.7173229138026","","",""
"29785","208.3626099002488","162.8683630769583","231.34714433376092","","",""
"29886","206.9925386546375","160.5505151920407","233.01107314627797","","",""
"29987","206.2954780903577","158.60582846117865","233.85713444702495","","",""
"30088","206.5094737377791","160.44386118411032","232.66349179534686","","",""
"30189","208.33547222282462","167.95831576774114","232.87164277707365","","",""
"30290","207.35905768903277","161.8606176770939","230.9610961567929","","",""
"30391","207.36415803745638","164.08139954286162","232.21257377780327","","",""
"30492","207.36563489253044","162.60102808142415","232.45712498431988","","",""
"30593","206.3632380575983","157.50251838398526","232.06176026625855","","",""
"30694","207.74293265968345","159.1751641579048","232.0925055651447","","",""
"30795","206.19743341350193","156.91758230217192","233.20653504845538","","",""
"30896","202.62296230287407","157.23918384642428","226.19804723166817","","",""
"30997","206.6884769009043","159.48240536337278","230.60720135802188","","",""
"31098","209.02633480378486","162.1433418112978","233.93058042086852","","",""
"31199","207.34300480584582","155.65883379283434","235.52877760849282","","",""
"31300","205.28503439191778","154.5548528686365","233.76503749329643","","",""
"31401","203.124311166473","153.6558520651228","229.74775313098272","","",""
"31502","205.8535384404524","154.07563247454394","234.0388212977094","","",""
"31603","203.7724777465701","151.4712380872962","234.4863965677001","","",""
"31704","203.16645097878813","154.6359433905062","231.28563167885488","","",""
"31805","204.51342613213978","154.9050823280603","232.90075506479255","","",""
"31906","203.47231202561557","154.06390852783142","229.53761301581753","","",""
"32007","202.61984883156808","154.73326968599036","228.22896986963943","","",""
"32108","206.398500359604","159.58659807990955","232.54555893344457","","",""
"32209","208.3819250619545","167.14875494949993","234.74159195560745","","",""
"32310","209.33071239932465","166.17280167580248","234.69981374956885","","",""
"32411","207.35323222943978","164.64238895268855","233.08120919016554","","",""
"32512","208.5540655940632","164.40598001231535","234.3876093400004","","",""
"32613","210.86440729163337","164.6804627713912","234.7082747621424","","",""
"32714","211.4080030277928","170.74160893952455","232.74215028105948","","",""
"32815","206.08395038778409","165.56923026821482","227.78757559489517","","",""
"32916","206.9111136214647","171.36432329124355","225.37754700560774","","",""
"33017","200.56746230289605","158.3233470834936","223.9014990263131","","",""
"33118","205.50092159297944","166.70019840158054","227.42729535178697","","",""
"33219","207.87571625350233","158.96037197033974","235.89167118116194","","",""
"33320","205.2904988125374","161.29326727884293","227.94282458216475","","",""
"33421","205.6813319067669","161.05410552803463","228.23862045011748","","",""
"33522","202.26991925816068","153.4521196324185","228.65074388218963","","",""
"33623","203.00498223553288","157.93691451645233","226.8615338040397","","",""
"33724","202.95501086793706","156.768205380408","229.08071533826453","","",""
"33825","205.03347443156554","156.96706685172117","230.25828196525563","","",""
"33926","204.75244570038106","157.39281924256002","230.105560020046","","",""
"34027","204.92552053708263","154.81748811028564","232.83002979159963","","",""
"34128","205.21266772981699","156.53447037241932","229.80220906743088","","",""
"34229","206.3618131351052","159.07998572828419","231.83557129080262","","",""
"34330","207.9792057093387","158.44165451166865","232.84524140633042","","",""
"34431","206.36117737512635","159.68571559919886","230.4395898159533","","",""
"34532","204.7482990132439","156.00695060909823","229.69777434377727","","",""
"34633","204.15260971506436","155.18361849758247","230.3818955030388","","",""
"34734","200.18456302973377","159.67614597564696","230.67172529452236","","",""
"34835","201.3770754824542","159.6525052949119","232.2662294174921","","",""
"34936","200.1562272634718","157.6628929808372","231.22575671306888","","",""
"35037","202.60595666212103","159.29837095653164","230.62683964597935","","",""
"35138","202.77206870088443","160.4827247470371","225.98758023400194","","",""
"35239","203.15560742901573","157.34623560322052","229.8572476679618","","",""
"35340","203.48291669747596","160.64000088397196","226.9063481172612","","",""
"35441","203.76363758378398","158.50284545855226","228.92574424527044","","",""
"35542","204.0404730924878","158.65112294662234","228.2607897913353","","",""
"35643","205.22332151581097","158.8767789257246","228.93638431854328","","",""
"35744","205.30245297517146","159.226334919011","229.42667040229372","","",""
"35845","204.6721800872324","157.04389833172348","229.43082742751994","","",""
"35946","204.08027985359362","152.8885166831763","231.94603503270255","","",""
"36047","208.66503933397027","158.0430629042396","236.0830281067539","","",""
"36148","205.88822166630356","161.05422371152997","229.20792992214595","","",""
"36249","206.0235229718547","159.46889667746785","232.1253340671333","","",""
"36350","209.28440283201965","167.81802809448774","233.25176497529952","","",""
"36451","207.08215979399077","159.44103381438535","232.87510931899135","","",""
"36552","207.0410624313648","159.62305811456662","231.8321387514078","","",""
"36653","207.03806249327624","161.3616536161914","232.00710724470574","","",""
"36754","207.00743381961686","161.48076411751762","231.46186511077286","","",""
"36855","210.09171704958064","162.76318890434663","235.18187452194366","","",""
"36956","206.78359055765532","160.61570752572027","229.97911765543336","","",""
"37057","206.19267736880943","158.11571252294993","230.81370149993722","","",""
"37158","203.28032258108968","154.70092468438182","230.42267834856347","","",""
"37259","208.9666162421469","157.86949342074195","235.58044501236756","","",""
"37299","","","","63.3381802750829","63.3381802750829","63.3381802750829"
"37343","","","","73.36124392284411","73.36124392284411","73.36124392284411"
"37360","208.80732754734012","159.4107157518518","233.75253323934913","","",""
"37461","207.71375165020413","157.34858297641688","235.1972156708725","","",""
"37562","209.25456236831585","159.04254952871906","234.7279468875202","","",""
"37663","210.39320171588392","156.7259266445307","238.93739257306942","","",""
"37764","209.15318725821695","160.2425650991267","234.99085762051237","","",""
"37865","207.12106007091788","157.78721079404428","233.75614031355508","","",""
"37966","210.04304639886178","161.273437765398","235.87947992750654","","",""
"38067","211.14151034750702","161.18140370917286","239.92041137272972","","",""
"38168","207.72601447750844","161.312756685274","231.77540800431433","","",""
"38269","207.1205450211403","159.33106023833582","231.80968040031007","","",""
"38370","208.49682510426496","159.93918746004846","233.56054600764102","","",""
"38471","208.30433285342966","160.80134437010986","233.47591310717863","","",""
"38572","207.5974029656031","161.42215279057254","232.78217884125985","","",""
"38673","205.49446388990654","157.95189649184016","230.56121580144702","","",""
"38774","208.90600693903323","159.64929736813082","235.3078555767977","","",""
"38875","209.4889822034902","162.347486222089","233.16453001107405","","",""
"38976","206.50178171562584","157.03857818023542","232.28831047034637","","",""
"39077","210.17727551812595","164.24516452967833","233.61320162123798","","",""
"39178","210.65879060512972","173.7031336973645","229.5995454640923","","",""
"39253","","","","78.89403600893188","78.89403600893188","78.89403600893188"
"39279","208.9534232768443","172.65325235183158","229.44348407733335","","",""
"39380","207.29124545714703","160.21805549882401","232.6075360647585","","",""
"39481","208.3760414174192","162.80728494789693","231.99501171335706","","",""
"39582","206.9591127230967","160.69898633942043","231.01893146487978","","",""
"39683","210.10808336430807","168.2746753490051","232.00085613158836","","",""
"39784","209.52080883024837","163.64396063559767","235.1384987880896","","",""
"39885","210.95355704954113","170.7859829867491","231.83980340222158","73.85375544567056","73.85375544567056","73.85375544567056"
"39986","207.47905923353417","160.30237210805603","231.8847400404733","","",""
"40087","210.1402963643279","165.61562077137467","234.15403582051073","","",""
"40109","","","","63.79452208782179","63.79452208782179","63.79452208782179"
"40188","211.545059875203","170.7022209411941","235.65046086500854","","",""
"40289","210.76699692564577","170.36823721352673","233.6801844662594","","",""
"40390","212.05932725786928","170.25939817678653","234.09441377042873","","",""
"40491","216.06801596008322","184.32859400598423","234.45048177917445","","",""
"40592","208.62967046687177","164.2287962960943","234.36155306949357","","",""
"40693","208.59547762146602","163.23983262920146","234.84775162891586","","",""
"40794","208.3495928293584","164.44650307509642","232.4756155027826","","",""
"40895","209.85031656854642","170.9748491299745","231.84833466971617","","",""
"40996","210.64910163007585","174.15745921654292","232.92221447309618","","",""
"41097","208.08828137431047","169.00547357685963","231.06576311975138","","",""
"41198","208.66183021595717","169.10956321354908","230.5162677251242","","",""
"41299","209.0833816899583","172.84655288930352","227.4613370569305","","",""
"41400","210.3124717145196","171.22985483856988","231.8495775115701","","",""
"41501","212.39512413413004","175.8574454271017","235.5386161393435","","",""
"41602","209.88784867634945","168.28180954295397","232.87926458207437","","",""
"41703","211.21547293548568","178.68290221572457","229.95011263458863","","",""
"41804","209.78435563738762","169.9713530058903","231.75505248162517","","",""
"41905","211.14534605677235","176.2222358745529","232.36735849307553","","",""
"42006","212.0070394018721","177.49845973397296","230.60361294058316","","",""
"42017","","","","80.49462244613835","80.49462244613835","80.49462244613835"
"42107","211.64498260939465","172.04084177250854","232.38995403636918","","",""
"42208","210.3937551422401","172.98840532804337","230.8302280886329","","",""
"42309","211.0547042383001","171.225468822789","234.77716186719798","","",""
"42410","206.88755029909763","170.91409628156708","226.64546697338173","","",""
"42495","","","","74.02500075091908","74.02500075091908","74.02500075091908"
"42511","209.77763142086897","166.62894754051806","231.6710558086466","","",""
"42612","211.5575748551165","174.5885463220435","233.0055406918808","","",""
"42713","209.2739848295249","165.34392983429322","236.03054471595385","","",""
"42779","","","","71.35016511120142","71.35016511120142","71.35016511120142"
