"global_step","algo: CAPQL - _step","algo: CAPQL - _step__MIN","algo: CAPQL - _step__MAX","algo: CAPQL - eval/sparsity","algo: CAPQL - eval/sparsity__MIN","algo: CAPQL - eval/sparsity__MAX"
"720000","7262","7262","7262","328.29602586257977","10.834609643281595","933.33599468477"
"730000","7363","7363","7363","116.43252387283445","4.923169648447092","292.2954122008587"
"740000","7464","7464","7464","81.6711228440766","19.269880338302844","139.04435955038318"
"750000","7565","7565","7565","18.20563696898714","1.2175374375955483","37.17947104944464"
"760000","7666","7666","7666","104.38857152131025","12.07000651949245","191.4235680893663"
"770000","7767","7767","7767","61.17375999380035","16.41503695430351","84.41067232481133"
"780000","7868","7868","7868","77.56382231506657","20.644774569662413","153.04044518911198"
"790000","7969","7969","7969","83.03622828905252","2.7541044428090165","214.1891996707146"
"800000","8070","8070","8070","114.10149604901078","2.4738445312774773","330.19185918281744"
"810000","8171","8171","8171","70.64478943074708","3.88043279374949","200.257025730097"
"820000","8272","8272","8272","45.70438431200134","11.24049494450344","98.31803111424372"
"830000","8373","8373","8373","25.111528746495438","16.600525737529495","35.72225411033996"
"840000","8474","8474","8474","150.73361098043304","16.256425872231908","226.1454063328877"
"850000","8575","8575","8575","33.44974468205622","5.657752767161466","72.51059181663459"
"860000","8676","8676","8676","53.376364241614304","8.436623300328378","78.02738380246691"
"870000","8777","8777","8777","62.69863534722966","10.526097927415353","133.07574297611995"
"880000","8878","8878","8878","134.40599236456856","5.454393624375327","375.62472671884535"
"890000","8979","8979","8979","59.42550359542907","4.269138798493174","158.82137647871397"
"900000","9080","9080","9080","67.28068825040985","20.343081491058552","157.02404601154313"
"910000","9181","9181","9181","34.83545298927303","4.303722507882825","68.80035281445441"
"920000","9282","9282","9282","53.68403296433431","18.550485016168654","111.96434609968588"
"930000","9383","9383","9383","25.045172373911274","3.2849438976467304","54.23356267407808"
"940000","9484","9484","9484","36.050268260672844","8.19251309188303","52.83029272794001"
"950000","9585","9585","9585","19.718059075990027","9.317356750085734","32.11396682943155"
"960000","9686","9686","9686","14.322836690503777","2.755273688910135","25.737332321062425"
"970000","9787","9787","9787","48.66224551332851","7.783498411447074","129.11572292175563"
"980000","9888","9888","9888","55.194805232809536","43.232165890832185","67.80385693499892"
"990000","9989","9989","9989","28.69016018167831","23.71836690498581","35.64655277701654"
"1000000","10090","10090","10090","66.66744373691702","11.057282276700892","137.26821950625546"
"1010000","10191","10191","10191","41.0294447593485","3.624320549334956","107.40408258488385"
"1020000","10292","10292","10292","23.69254224811685","12.822661345067642","42.45457084430917"
"1030000","10393","10393","10393","37.924981099687685","12.97736317737708","86.85315499306944"
"1040000","10494","10494","10494","38.51731881513087","10.671765981817384","92.07566907768802"
"1050000","10595","10595","10595","27.11784196977966","1.4062650632460076","47.176988960573695"
"1060000","10696","10696","10696","100.8896467477502","9.04495806574669","267.4256367383867"
"1070000","10797","10797","10797","172.94262352799615","14.539379738576834","474.0379777081346"
"1080000","10898","10898","10898","10.405473396482535","2.7926806661960595","14.884330631659587"
"1090000","10999","10999","10999","13.479650497601156","11.44976413754842","15.977373861654035"
"1100000","11100","11100","11100","55.7724160027756","15.453036851253174","99.37519245241798"
"1110000","11201","11201","11201","493.27190498095473","13.998177004365887","1396.3102622237027"
"1120000","11302","11302","11302","50.61285885903025","7.236151727106851","104.89262531683303"
"1130000","11403","11403","11403","5.80085715327333","1.2979703979638901","9.92314135674213"
"1140000","11504","11504","11504","79.62455684659258","13.697440754040171","209.80276199207165"
"1150000","11605","11605","11605","22.685355074527095","1.1543143415134667","48.516080572559844"
"1160000","11706","11706","11706","49.73433919450223","17.79116983271054","97.38438339538091"
"1170000","11807","11807","11807","57.378140637758854","10.62184523382459","124.07435287278436"
"1180000","11908","11908","11908","41.74596062122664","13.377490741369813","90.64208444062425"
"1190000","12009","12009","12009","44.619095500106006","25.488707029619412","77.24544452732209"
"1200000","12110","12110","12110","92.45033983063469","10.739561315180174","137.56759743198674"
"1210000","12211","12211","12211","17.315070504428963","3.4550980286075097","35.93572329691339"
"1220000","12312","12312","12312","16.823632727721137","3.85264456448632","33.589132716285135"
"1230000","12413","12413","12413","21.61556799628897","11.339023508021208","40.530179120851564"
"1240000","12514","12514","12514","11.480801418579055","5.108056810669364","18.64030195522303"
"1250000","12615","12615","12615","37.657358114609046","14.203525432249448","76.94979104397021"
"1260000","12716","12716","12716","41.48445251260326","38.9114770890413","43.76680465900431"
"1270000","12817","12817","12817","42.78028531163213","9.706998839660432","60.58943667933543"
"1280000","12918","12918","12918","16.93835711342463","1.5722629331292004","42.40450466319916"
"1290000","13019","13019","13019","33.77441021416282","5.01522943195544","73.73546417145297"
"1300000","13120","13120","13120","10.009790236717988","2.856393041733607","18.490193879872912"
"1310000","13221","13221","13221","15.483732155357886","5.58216379708369","31.751759712091623"
"1320000","13322","13322","13322","9.633949421604614","3.6402133489034214","20.45266357066271"
"1330000","13423","13423","13423","13.176768959790168","4.469090072342023","29.093544723456194"
"1340000","13524","13524","13524","20.983031186976053","4.345931141985849","51.41009354962668"
"1350000","13625","13625","13625","15.642372211689784","3.321814635320633","37.482404666363394"
"1360000","13726","13726","13726","18.001259652261883","2.4763674874677477","38.32580651055027"
"1370000","13827","13827","13827","14.747170807717723","2.845378080981346","30.295795624143377"
"1380000","13928","13928","13928","8.862809344381846","2.9813698539576214","16.984259874961456"
"1390000","14029","14029","14029","20.857241707822894","2.756961360330124","51.99978846347304"
"1400000","14130","14130","14130","9.529726042230221","1.877058297912967","13.81537463097754"
"1410000","14231","14231","14231","13.222459832426631","4.483426213737449","19.29437333015126"
"1420000","14332","14332","14332","226.65694664867488","3.5579028159643933","666.2794482219415"
"1430000","14433","14433","14433","12.61398214875033","7.220489119563417","16.935660860713963"
"1440000","14534","14534","14534","29.185992196525337","7.1458244733117375","69.43273381468107"
"1450000","14635","14635","14635","12.223068677759377","3.7276936622273307","21.915093146797645"
"1460000","14736","14736","14736","9.765644999317049","1.3045190158735265","22.053795945043067"
"1470000","14837","14837","14837","20.970964402913822","6.4865374168767085","40.22218348674379"
"1480000","14938","14938","14938","22.843129179071152","2.3156860716339893","54.0119735591932"
"1490000","15039","15039","15039","14.444180733293086","4.511626002797451","20.92860058355614"
"1500000","15140","15140","15140","45.06881299115374","4.335967582191676","118.26282062358152"
"1510000","15241","15241","15241","7.866510698150759","1.8868079582757122","14.440047242630062"
"1520000","15342","15342","15342","10.318704267838443","3.9192164294354845","14.427632393364986"
"1530000","15443","15443","15443","7.8439090356207215","3.8937791318976354","12.970415800481996"
"1540000","15544","15544","15544","6.759138276217179","2.6053356189894337","13.6179202762942"
"1550000","15645","15645","15645","9.29647456327873","2.509313781032389","14.281024933943463"
"1560000","15746","15746","15746","5.493844802940077","3.4589802493351467","7.15181432166561"
"1570000","15847","15847","15847","17.402000556565206","4.172663743506106","39.19537322555556"
"1580000","15948","15948","15948","11.096298944149291","2.310635728891109","24.76492193207774"
"1590000","16049","16049","16049","5.952495796812116","2.7726573316535346","8.699169827715883"
"1600000","16150","16150","16150","2.907275918449466","2.430637104592354","3.1910469250962863"
"1610000","16251","16251","16251","7.51348819959762","2.589623787916081","15.947500197755572"
"1620000","16352","16352","16352","35.99774109970503","7.744048805388195","89.36849683173813"
"1630000","16453","16453","16453","24.313219536724763","4.899381443530421","41.85476426492711"
"1640000","16554","16554","16554","12.375996456304366","9.657177077578462","14.8591333082225"
"1650000","16655","16655","16655","7.637540101454726","2.800922550407579","12.072309750627504"
"1660000","16756","16756","16756","58.41396879791157","10.917554650956049","153.11136776249901"
"1670000","16857","16857","16857","50.85263797975127","6.842841116840999","75.65334143215047"
"1680000","16958","16958","16958","31.388103779025034","6.6903821365384175","77.12932736307405"
"1690000","17059","17059","17059","53.510873717415535","9.34067595095238","135.30016402655485"
"1700000","17160","17160","17160","11.773044752841082","9.340767480896913","13.713875292331059"
"1710000","17261","17261","17261","377.1881716858922","6.796113957956438","1115.3935091609037"
"1720000","17362","17362","17362","13.250958484630774","4.268337761015962","24.921087857479094"
"1730000","17463","17463","17463","12.680093971825963","4.5648598422195015","17.602444169075433"
"1740000","17564","17564","17564","9.919930146261576","9.552839440147617","10.373292694831093"
"1750000","17665","17665","17665","8.04078783693087","3.8783857807209","16.121539268390535"
"1760000","17766","17766","17766","9.363133245359036","1.1423640478229564","16.714105768341003"
"1770000","17867","17867","17867","11.853882650467773","4.631871323273062","18.55887334451737"
"1780000","17968","17968","17968","20.618364077013997","8.697891381534303","44.13314344039542"
"1790000","18069","18069","18069","10.686394008944438","2.764342342677586","17.790425186537835"
"1800000","18170","18170","18170","21.985227474982224","5.57180514041899","31.369242934089993"
"1810000","18271","18271","18271","6.769177005815746","2.8210677380156604","14.002971585598894"
"1820000","18372","18372","18372","121.94786416313104","4.471349470531024","356.3571617541951"
"1830000","18473","18473","18473","8.022987918110205","4.555926835563612","14.493536054772163"
"1840000","18574","18574","18574","50.159235428705166","3.791258980349245","136.38864735085733"
"1850000","18675","18675","18675","13.412605640550959","2.338285991596752","34.8619821035495"
"1860000","18776","18776","18776","26.488434135388236","1.471293153936261","72.43315515292146"
"1870000","18877","18877","18877","47.36485264236069","4.377595390000831","128.71108129051242"
"1880000","18978","18978","18978","12.251278055010422","3.0541922852606613","20.075708389754876"
"1890000","19079","19079","19079","215.8100920383504","10.03679308126021","625.497559170138"
"1900000","19180","19180","19180","24.178468151295263","7.135999898537176","50.82331270973267"
"1910000","19281","19281","19281","19.69507999064373","9.800537568958058","36.95923402286439"
"1920000","19382","19382","19382","30.328176082257965","1.598222388229879","82.70070173393945"
"1930000","19483","19483","19483","7.951712666270946","3.595007137775349","13.415956888416003"
"1940000","19584","19584","19584","22.207099065961312","5.677712344103752","49.75350241513721"
"1950000","19685","19685","19685","61.813907024787454","4.694039606465968","174.80904654236159"
"1960000","19786","19786","19786","48.31862740028806","6.726645022963851","130.17947960543876"
"1970000","19887","19887","19887","25.728030332574026","10.249353561142424","49.46650568304507"
"1980000","19988","19988","19988","17.09151385659426","3.0306278260436534","37.3404128756904"
"1990000","20089","20089","20089","53.7147032590924","4.092450819937169","147.88872904784293"
"2000000","20190","20190","20190","17.88508335295157","4.356926998694778","41.34221202714116"
"2010000","20291","20291","20291","32.65495642009568","12.788859802461532","66.55063657227939"
"2020000","20392","20392","20392","24.914469031972953","9.849189787016819","49.4854072360228"
"2030000","20493","20493","20493","67.04061992640511","3.882954720345642","190.24697860621723"
"2040000","20594","20594","20594","4.588843402780639","1.744954498065872","6.691286415628038"
"2050000","20695","20695","20695","13.07215013407783","2.7863575408902608","31.50435924180899"
"2060000","20796","20796","20796","25.300108400031807","5.573073241481552","59.240730933242126"
"2070000","20897","20897","20897","11.63077052538401","10.067041463020283","13.712611632634975"
"2080000","20998","20998","20998","10.254373235458795","1.7515582360206772","23.041438276978106"
"2090000","21099","21099","21099","15.010383481324203","3.8962267496917855","36.36068504331511"
"2100000","21200","21200","21200","2.0324501612153294","0.2946321739163206","3.258919417315971"
"2110000","21301","21301","21301","13.46674344117371","0.8498767545127408","31.502260553390702"
"2120000","21402","21402","21402","17.134592909708005","2.8874295649284782","43.06195898263071"
"2130000","21503","21503","21503","32.42766101555011","4.253799676922208","86.41577932173412"
"2140000","21604","21604","21604","34.847757868691325","0.8059471306228889","98.25579464549654"
"2150000","21705","21705","21705","53.66206449423458","6.821747810187815","140.03686755905383"
"2160000","21806","21806","21806","51.042988879891915","14.598426934179155","121.30685221488"
"2170000","21907","21907","21907","38.91587381220092","5.379512791090234","91.352409419297"
"2180000","22008","22008","22008","23.969558091492058","0.779667368355852","64.58446488036805"
"2190000","22109","22109","22109","23.57913136999788","3.0939291878884925","50.49254366904518"
"2200000","22210","22210","22210","108.41901304225401","11.494665725448804","274.4302118271654"
"2210000","22311","22311","22311","16.55123488394381","0.8409287317777892","46.304872754588786"
"2220000","22412","22412","22412","147.42492269523714","0.90994270571491","412.2688609758875"
"2230000","22513","22513","22513","192.9560931771548","21.17002416191195","517.8392069306393"
"2240000","22614","22614","22614","34.94296395678153","4.892969839556695","68.54011187406077"
"2250000","22715","22715","22715","88.26645986311092","42.08675590931018","146.1964897935177"
"2260000","22816","22816","22816","60.481477615408096","15.584710998710184","91.71667895147422"
"2270000","22917","22917","22917","17.708842972880394","6.043564364280308","24.39900254508928"
"2280000","23018","23018","23018","46.23700236219161","5.951080201358183","113.95650704456644"
"2290000","23119","23119","23119","45.05095409809519","4.481514261157561","97.11545656231533"
"2300000","23220","23220","23220","77.42147733004423","9.430544125361518","194.5367530438168"
"2310000","23321","23321","23321","13.060459361189288","6.802154043822375","20.13860239444338"
"2320000","23422","23422","23422","19.706555871787938","6.384486924196856","36.950067295370495"
"2330000","23523","23523","23523","104.66507259692007","25.145963337758555","260.77781871115354"
"2340000","23624","23624","23624","11.124405546442611","5.6418220052627595","15.980632112251165"
"2350000","23725","23725","23725","105.55027011403564","22.23485768276444","270.6865183043664"
"2360000","23826","23826","23826","72.45135422728866","7.774229547548751","198.68378374203022"
"2370000","23927","23927","23927","38.94290822861824","0.7442655699240331","111.17514483192285"
"2380000","24028","24028","24028","83.44869107869438","7.214339932467745","130.58220899245856"
"2390000","24129","24129","24129","18.152364636292383","4.657767197747009","42.05992325159545"
"2400000","24230","24230","24230","24.61165112189579","2.716848857387933","57.897374274774634"
"2410000","24331","24331","24331","68.86500514098152","1.5921583448135774","199.36538630330404"
"2420000","24432","24432","24432","17.038683323642616","6.009365806376604","25.543129000718547"
"2430000","24533","24533","24533","102.8804039590007","4.999578678797987","224.65345781353267"
"2440000","24634","24634","24634","56.19793689815534","4.680605341397866","143.88260407905582"
"2450000","24735","24735","24735","10.645256351192877","3.0890682337817754","21.67437999124632"
"2460000","24836","24836","24836","256.7971169074834","3.902580300299996","698.3033183126366"
"2470000","24937","24937","24937","29.37660126233159","4.5720081891443565","52.457997030950004"
"2480000","25038","25038","25038","9.718960882909984","5.825257580877891","14.157104476815263"
"2490000","25139","25139","25139","11.772752200152127","5.069519577808279","21.9396472462489"
"2500000","25240","25240","25240","14.074783721456626","2.5203447116482978","35.40364335392359"
"2510000","25341","25341","25341","29.646521366543706","0.7163992419824314","82.19198127505753"
"2520000","25442","25442","25442","316.3453871176856","1.8154938596288706","937.9814241216258"
"2530000","25543","25543","25543","7.8089590183088555","2.945630717255576","11.855691736518672"
"2540000","25644","25644","25644","11.025644363970038","1.4110604680515786","26.395515427758315"
"2550000","25745","25745","25745","10.728552235821512","6.720198688731053","14.467810421070737"
"2560000","25846","25846","25846","26.327309897581404","6.217555533034012","65.14594833298294"
"2570000","25947","25947","25947","15.573561822532715","6.930400486938111","21.998004850890972"
"2580000","26048","26048","26048","13.210409549866016","5.525423733742764","25.68378630677611"
"2590000","26149","26149","26149","17.678883785779355","12.287811580662","25.050386472543522"
"2600000","26250","26250","26250","8.089856561304563","6.0967677251437","9.904556734973863"
"2610000","26351","26351","26351","65.67030977367814","1.2997138683899954","189.87295591422262"
"2620000","26452","26452","26452","41.5107255696243","5.511446607301335","111.5619672330827"
"2630000","26553","26553","26553","14.314351862171705","5.165302734296551","25.117214745526788"
"2640000","26654","26654","26654","34.26415324610354","2.4888004717500105","93.79658724467701"
"2650000","26755","26755","26755","222.87974100012704","3.1503891810580344","654.5549614599032"
"2660000","26856","26856","26856","117.12336027302985","1.3039409982030117","344.32075197755665"
"2670000","26957","26957","26957","27.68457923498843","2.605524029079888","75.55268592780322"
"2680000","27058","27058","27058","324.91873074789186","4.734282779030839","912.4332169640376"
"2690000","27159","27159","27159","76.77695282441236","5.091086210283078","203.31726742656522"
"2700000","27260","27260","27260","64.21352560499244","12.480796744145753","131.59892575761052"
"2710000","27361","27361","27361","32.31989509384624","2.035519652159156","88.6120868561842"
"2720000","27462","27462","27462","5.432495917086629","2.8834786603662765","8.264556409150456"
"2730000","27563","27563","27563","17.63351169006805","1.5560322034992105","46.4594113708216"
"2740000","27664","27664","27664","21.716704059804215","6.448003716274389","51.11639465098114"
"2750000","27765","27765","27765","13.713699617086183","6.353679335499404","22.254512206058795"
"2760000","27866","27866","27866","36.07746285161015","6.289882178258519","86.04242220822863"
"2770000","27967","27967","27967","97.24823334213772","6.863973540412581","249.81722588911254"
"2780000","28068","28068","28068","71.72008260685597","6.106890714843844","165.63546789896685"
"2790000","28169","28169","28169","31.22300478829473","5.735853380835971","65.10087597179269"
"2800000","28270","28270","28270","146.15870400945732","6.996354224304407","372.12221675526564"
"2810000","28371","28371","28371","4.354918258558626","1.5491573402083134","7.376592676171758"
"2820000","28472","28472","28472","16.989933826438484","1.4067110397343348","42.1833028519091"
"2830000","28573","28573","28573","49.70039289506139","4.772459758872372","138.84733408261627"
"2840000","28674","28674","28674","24.585149528878443","4.688446452820368","62.17530612637941"
"2850000","28775","28775","28775","24.10986847714211","1.5905385355249937","62.986283252891674"
"2860000","28876","28876","28876","17.521569154160375","2.816314233788642","41.48709336828101"
"2870000","28977","28977","28977","14.484593879734595","8.2016668806724","27.012781168170577"
"2880000","29078","29078","29078","17.71682868777468","10.584012166045005","21.42011875799628"
"2890000","29179","29179","29179","47.537948182478296","4.717821850587643","96.59799719699522"
"2900000","29280","29280","29280","9.267308814047816","5.1583003734330255","11.554732751910926"
"2910000","29381","29381","29381","30.547529258007316","5.852168550126408","78.9582851659268"
"2920000","29482","29482","29482","48.064332866747776","8.17268769781129","127.32321592256537"
"2930000","29583","29583","29583","54.97605841446213","18.166686530012385","112.4689660700361"
"2940000","29684","29684","29684","15.57753876885743","6.625325004890311","32.59820408920509"
"2950000","29785","29785","29785","9.973546377970376","4.169711721340911","16.31288385610969"
"2960000","29886","29886","29886","9.75856666494512","5.415750016311279","16.25517114339425"
"2970000","29987","29987","29987","22.90849603996928","7.976894165586522","44.988289649442315"
"2980000","30088","30088","30088","376.7468661466303","6.409364217493376","1086.1235299723846"
"2990000","30189","30189","30189","217.11501267566985","5.230287217761709","637.435194265606"
"3000000","30290","30290","30290","23.547698844671185","8.213144917475615","38.07629329554162"
"3010000","30391","30391","30391","127.84429560966869","15.200190314248623","297.7341255297642"
"3020000","30492","30492","30492","111.90802244083723","5.011545956601664","283.49643374909033"
"3030000","30593","30593","30593","151.7931142996167","12.719408524255604","398.2888023260083"
"3040000","30694","30694","30694","97.49932734135898","4.910385819258034","244.89728200533818"
"3050000","30795","30795","30795","6.2046341729909065","0.5252872460008599","10.92493422041706"
"3060000","30896","30896","30896","74.04024490822867","2.3855422873292715","202.53311127551257"
"3070000","30997","30997","30997","276.95649817045745","6.3826736541171964","775.9450551348981"
"3080000","31098","31098","31098","139.002604930313","8.993709947168101","397.78619805802157"
"3090000","31199","31199","31199","19.543014615445774","6.656130387262492","44.29061015109996"
"3100000","31300","31300","31300","92.45634452554089","5.836295797586796","254.27388749322057"
"3110000","31401","31401","31401","65.81846600023131","4.453992646484642","177.94349776871118"
"3120000","31502","31502","31502","45.81899777021505","2.4624871112390165","127.80270058955867"
"3130000","31603","31603","31603","7.339238850229431","4.917408074031581","10.976536089435195"
"3140000","31704","31704","31704","64.66432752209518","2.1159494636197054","183.07133755982133"
"3150000","31805","31805","31805","62.95329642335418","6.88608686934721","168.38514120847103"
"3160000","31906","31906","31906","49.43268063829094","4.281029863661661","139.0414683913235"
"3170000","32007","32007","32007","49.56807662206964","12.936341058993602","119.07046850462395"
"3180000","32108","32108","32108","41.572199181346356","5.263020248325982","110.3134866417589"
"3190000","32209","32209","32209","197.86108697810593","5.206119900311179","581.2005130749418"
"3200000","32310","32310","32310","155.21199020317565","10.356342724652585","425.2267660792501"
"3210000","32411","32411","32411","140.56400839062454","2.2341116323726564","402.1300274145184"
"3220000","32512","32512","32512","89.40399377050483","1.5614644487299687","259.7203271921804"
"3230000","32613","32613","32613","488.82375793810434","8.212882248955493","1363.2880182108302"
"3240000","32714","32714","32714","415.8079082715297","16.525598171712833","1207.1199159197474"
"3250000","32815","32815","32815","25.252258593614357","3.430653872697957","60.382686104268956"
"3260000","32916","32916","32916","96.2581648632205","0.9176794463728696","263.5965295129474"
"3270000","33017","33017","33017","58.173801910204894","4.7162482161748045","112.85160422660685"
"3280000","33118","33118","33118","263.8397741989095","116.56635959711944","523.0680773784211"
"3290000","33219","33219","33219","77.56547472989378","15.270458904430692","162.82335715195785"
"3300000","33320","33320","33320","26.867791673516393","6.147289295960279","58.10734313074201"
"3310000","33421","33421","33421","35.775956824652646","6.602749342710884","62.987617380517946"
"3320000","33522","33522","33522","19.77700236427445","9.522272549813282","26.616870430031593"
"3330000","33623","33623","33623","9.12781666182975","1.3272450507304552","23.800291560763768"
"3340000","33724","33724","33724","174.61594038429277","1.4430631651072239","505.77763396855704"
"3350000","33825","33825","33825","80.9907560853378","1.6418395175390672","206.442751982558"
"3360000","33926","33926","33926","170.12872172893168","1.3540836290104068","426.66000201699325"
"3370000","34027","34027","34027","5.660388803474647","2.216486065924755","12.271802203280815"
"3380000","34128","34128","34128","140.86216759538473","3.810283301249104","406.75956899162634"
"3390000","34229","34229","34229","122.16335313976201","2.5388079224940565","355.9994784392567"
"3400000","34330","34330","34330","160.6871694597253","19.548030559117503","429.6555268808842"
"3410000","34431","34431","34431","181.28122936174432","12.296654427932367","517.9122632286477"
"3420000","34532","34532","34532","251.72100727323445","7.706773492275918","734.0088512363424"
"3430000","34633","34633","34633","255.99554109154323","3.8558196860644824","748.1012576879657"
"3440000","34734","34734","34734","83.08774375098416","8.871801823027843","165.58361475241503"
"3450000","34835","34835","34835","66.48554483859738","5.899502248294422","159.4200635820715"
"3460000","34936","34936","34936","118.01186065770862","0","349.0928591357218"
"3470000","35037","35037","35037","123.70640394879973","2.1259874622405923","357.55475524456546"
"3480000","35138","35138","35138","206.55684898928817","8.930348936176483","581.1903043592127"
"3490000","35239","35239","35239","30.951169345393165","3.18405561080735","50.117102792273826"
"3500000","35340","35340","35340","35.99398594056246","3.6960449080625355","89.89227124770117"
"3510000","35441","35441","35441","48.50366874453985","1.912575863675515","112.38369061325427"
"3520000","35542","35542","35542","99.23157807874775","1.7409378340435813","212.11466394640348"
